titulo,link,data,texto
Divulgada a lista de aprovados em 1ª chamada para o curso técnico em Defesa Civil,https://www.ifpi.edu.br/teresinacentral/noticias/divulgada-a-lista-de-aprovados-em-1a-chamada-para-o-curso-tecnico-em-defesa-civil-1,29/09/2025,"Publicada a lista de aprovados em 1ª chamada do curso técnico subsequente em Defesa Civil EAD (Editais 56 e 57). Os aprovados têm até o dia 03.10.2025 para realizarem o envio da documentação, que será feito exclusivamente peloPortal do Candidato A relação dos aprovados em 1ª chamada está disponível abaixo: Em caso de dúvidas, o candidato pode mandar e-mail paranordestecoordenacaotecnicodefesacivil.brasil@ifpi.edu.br "
Defesa de mestrado: DANIEL GUIMARÃES GONÇALVES,https://www.ifpi.edu.br/noticias/defesa-de-mestrado-daniel-guimaraes-goncalves,29/09/2025,Discente: DANIEL GUIMARÃES GONÇALVES Título do Trabalho: “CARBONO E RECAATINGAMENTO: EFETIVIDADE DA RECUPERAÇÃO DE ÁREAS DEGRADADAS POR MINERAÇÃO E PROTOCOLO DE REGENERAÇÃO CONDUZIDA” Banca:Orientador: BRUNA DE FREITAS IWATA (IFPI)Examinador Interno: FRANCÍLIO DE AMORIM DOS SANTOS (IFPI)Examinador Externo: TIAGO DA COSTA SILVA BARBOSA (INSTITUTO FEDERAL DO PIAUÍ - CAMPUS CAMPO MAIOR) Data: 30 de setembro de 2025Horário: 15:00Local:https://conferenciaweb.rnp.br/
Campus Campo Maior debate estratégias em agroecologia com instituiçoes parceiras,https://www.ifpi.edu.br/campomaior/noticias/campus-campo-maior-e-instituicoes-debatem-estrategias-em-agroecologia,29/09/2025,"Na manhã desta segunda-feira, 29, o Campus Campo Maior recebeu uma comitiva com representantes de instituições estratégicas ligadas à agroecologia. A coordenadora do Centro Vocacional Tecnológico em Agroecologia, professora Dayse Batista dos Santos, recepcionou a professora Cristiane Lopes Carneiro D’Albuquerque, docente do Curso Superior de Tecnologia em Agroecologia (CTT) da UFPI e coordenadora do Núcleo de Experimentação em Agroecologia do Colégio Técnico de Teresina (NEACTT). A reunião, de caráter estratégico e interinstitucional, também contou com a presença da professora e escritora Valéria Silva, representante da Rede Piauiense de Agroecologia- ARREPIA, e do diretor de Agroecologia da Secretaria de Agricultura do Piauí  SAF-PI, António Pereira. Durante o encontro, foram debatidas estratégias para a internacionalização das instituições envolvidas e da agroecologia no estado do Piauí, além do planejamento de ações integradas voltadas para Sistemas Agroflorestais Agroecológicos, associados a Farmácias Vivas e hortos de plantas medicinais. A articulação entre os órgãos visa ainda a construção conjunta de projetos e iniciativas voltadas ao desenvolvimento sustentável e à promoção da saúde por meio do uso de plantas medicinais. Para o diretor de Ensino do Campus Campo Maior, professor Acenilso Lima de Araújo, que também recebeu a comitiva, essas estratégias são de extrema importância tanto para o campus quanto para a comunidade local. “Entre as Práticas Integrativas e Complementares reconhecidas pelo SUS, as plantas medicinais e a fitoterapia estão entre as mais presentes. Isso reforça a relevância de ações que valorizem os saberes tradicionais e fortaleçam a agroecologia como ferramenta de saúde pública e desenvolvimento sustentável”, destacou."
Campus Pio IX e Banco do Nordeste promovem treinamento,https://www.ifpi.edu.br/pioix/noticias/campus-pio-ix-e-banco-do-nordeste-promovem-treinamento,29/09/2025,"No dia 26 de setembro, o Campus Pio IX, em parceria com o Banco do Nordeste, realizou treinamento sobre elaboração e acompanhamento de propostas de crédito rural, voltado para egressos do curso de Agropecuária e membros da comunidade. “No município de Pio IX, há uma grande demanda por projetos de crédito rural por parte de agricultores e agricultoras. Nesse contexto, a formação representou uma oportunidade importante para os egressos, uma vez que o crédito rural viabiliza investimentos em insumos, tecnologias, maquinários e infraestrutura para o setor produtivo”, explicou o professor Cillas Pollicarto, Diretor-Geral do Campus. O treinamento foi conduzido por Jaelson Torres, Gerente Executivo Estadual da Célula da Agricultura Familiar do BNB, que  ressaltou a importância da boa elaboração das propostas de crédito e da assessoria técnica, que proporcionam maior agilidade e eficiência ao processo. Além de Jaelson Torres, participaram do evento: Earle Oliveira (Gerente Geral do BNB de Picos/PI), Thiago Henrique Silva (Gerente Executivo Estadual de Desenvolvimento Territorial do BNB), Agivan Luz (Agente de Desenvolvimento do BNB), Antônio João Moura (Agente de Desenvolvimento do BNB), João Pedro Rodrigues (Gerente de Relacionamento do BNB) e Elineide Rocha (Gerente de Relacionamento do BNB). O egresso do curso Técnico em Agropecuária, Kailton Santos, assentado da reforma agrária, destacou a relevância da capacitação, lembrando que o município de Pio IX possui mais de 20 associações de produtores rurais, o que reforça a necessidade de ampliar o acesso ao crédito rural. A organização do evento contou com a coordenação de Cillas Pollicarto, Jardenia Fernandes, Ícaro Carvalho e Webiston Freitas."
Campus Pio IX participa da VII Exponono com destaque na área de Agropecuária,https://www.ifpi.edu.br/pioix/noticias/campus-pio-ix-participa-da-vii-exponono-com-destaque-na-area-de-agropecuaria,29/09/2025,"O Campus Pio IX do Instituto Federal do Piauí marcou presença na VII Exponono, realizada no dia 26 de setembro, com a participação de alunos do curso Técnico em Agropecuária. Na ocasião, os estudantes realizaram apresentações voltadas para a produção de ovinos e caprinos, compartilhando conhecimentos técnicos e experiências adquiridas em sala de aula e nas atividades práticas. A participação no evento foi de grande relevância para a formação dos alunos, que tiveram a oportunidade de colocar em prática conteúdos estudados, desenvolver habilidades de comunicação e vivenciar o contato direto com a comunidade. De acordo com o diretor geral do campus, Cillas Pollicarto, a ação contribuiu para fortalecer a visibilidade do Campus Pio IX e reafirmar o compromisso da instituição em apoiar o desenvolvimento da agricultura e da pecuária regional. “Toda a equipe envolvida se dedicou para que o momento fosse enriquecedor, tanto para os estudantes quanto para o público presente. O IFPI reforça que iniciativas como essa são essenciais para aproximar a instituição da comunidade e para promover a difusão do conhecimento técnico e científico”, completa o o diretor."
IFPI assina protocolo de intenção com Piauí Gov Tech,https://www.ifpi.edu.br/noticias/ifpi-assina-protocolo-de-intencao-com-piaui-gov-tech,26/09/2025,"O reitor do Instituto Federal do Piauí, Paulo Borges da Cunha, e o diretor presidente do Programa Piauí Gov Tech, Pedro Costa, assinaram nesta sexta-feira (26) protocolo de intenções para o desenvolvimento de soluções inovadoras para o setor de governo. A assinatura do protocolo de intenções teve início a partir do diálogo entre o Núcleo de Captação e Inovação do Campus Teresina Central e a Diretoria de Inovação do Piauí Gov Tech, fortalecendo a aproximação entre as instituições e consolidando um espaço de colaboração em torno de projetos estratégicos para o estado. O reitor do IFPI, Paulo Borges da Cunha, destacou a importância de projetos que vêm se desenvolvendo tanto com instituições públicas a exemplo do Governo do Estado como com empresas privadas. “Esta parceria com o Piauí Gov Tech reforça o compromisso do IFPI em contribuir com o desenvolvimento do estado por meio da inovação e da tecnologia através de projetos e soluções que tenham impacto direto na vida da população”, disse. Para o diretor-presidente do Piauí Gov Tech, Pedro Costa, a assinatura deste protocolo com o IFPI é um passo estratégico para fortalecer o ecossistema de inovação do estado. “A união entre governo, academia e setor produtivo é fundamental para que possamos criar soluções tecnológicas que modernizem os serviços públicos e beneficiem diretamente a população piauiense”, falou. O Piauí Gov Tech é um programa estadual inovador que estimula a criação de soluções para o setor público, com a participação de startups, universidades, servidores e o Governo do Estado."
Alunos do IFPI produzem manual de química para estudantes surdos(as),https://www.ifpi.edu.br/cocal/noticias/alunos-do-ifpi-produzem-manual-de-quimica-para-estudantes-surdos-as,26/09/2025,"Os estudantes do curso de Química do campus Cocal do Instituto Federal do Piauí,Pedro Cardoso de Araújo, Cleane da Silva Machado, Carlos Douglas Carvalho de Macêdo, Edson Silva de Sousa, Marilene dos Reis Barbosa Vasconcelos e a professora Elenice Monte Alvarengadesenvolveram o “Manual de Química para Estudantes Surdos(as)” voltado para atender às necessidades específicas de estudantes surdos(as) e promover a inclusão no ensino de Química. O manual é oriundo de um trabalho de conclusão do curso de graduação em Química do campus e é composto por capítulos com orientações escritas em língua portuguesa, sinalização em Linguagem de Sinais (Libras) e imagens sobre segurança no laboratório, proteção coletiva, proteção individual, sinalização de segurança, equipamentos e utensílios de laboratório. Para a professora Elenice Alvarenga, a obra nasce do compromisso em tornar as práticas de Química mais acessíveis, oferecendo recursos em Libras e em texto, para que todos(as) possam aprender e participar. “Neste Dia do Surdo, celebramos também a força da inclusão no ensino. É um passo na superação de barreiras e na construção de um ambiente educacional verdadeiramente inclusivo”, disse. Confira a obra"
Campo Maior oferta curso gratuito de Inglês Básico,https://www.ifpi.edu.br/campomaior/noticias/campo-maior-oferta-curso-gratuito-de-ingles-basico,26/09/2025,"O Campus Campo Maior divulga edital com oferta de vagas para o curso gratuito de Formação Inicial e Continuada (FIC) em Inglês Básico. O curso é aberto ao público e os interessados devem  ter o ensino médio completo. Estão sendo ofertadas 15 vagas para  aulas presenciais, que acontecerão uma vez por semana, às segundas-feiras, das 13h10 às 17h20. As inscrições serão realizadas de 26 de setembro a 5 de outubro, através deformulário on-line. Confira oedital completo."
Paulistana divulga etapas em seleção para professor de Matemática,https://www.ifpi.edu.br/paulistana/noticias/paulistana-divulga-etapas-em-selecao-para-professor-de-matematica,26/09/2025,O Campus Paulistana divulga o resultado preliminar das provas de título e desempenho didático no processo seletivo simplificado para contratação de professor substituto de Matemática. Divulga ainda alteração no cronograma do seletivo. Confira: Resultado preliminar Novo cronograma
Campus Paulistana promove formação em primeiros socorros para servidores,https://www.ifpi.edu.br/paulistana/noticias/campus-paulistana-promove-formacao-em-primeiros-socorros-para-servidores,26/09/2025,"Na última terça-feira, 23, o Campus Paulistana realizou capacitação em noções básicas de primeiros socorros voltada para servidores e colaboradores da instituição. A formação ocorreu das 14h às 18h, em parceria com o Serviço de Atendimento Móvel de Urgência (SAMU) de Jacobina do Piauí.A iniciativa teve como objetivo preparar a comunidade escolar para agir em situações de emergência, fortalecendo a cultura de prevenção, cuidado e valorização da vida no ambiente educacional. Durante o encontro, os participantes receberam orientações práticas e teóricas sobre como proceder em momentos críticos, reforçando a importância de uma resposta rápida e adequada para salvar vidas."
Campus Paulistana promove ações do Setembro Amarelo,https://www.ifpi.edu.br/paulistana/noticias/campus-paulistana-promove-acoes-do-setembro-amarelo,26/09/2025,"O Campus Paulistana realizou, na manhã da última terça-feira, 23, programação especial em alusão à campanha Setembro Amarelo, dedicada à prevenção ao suicídio e valorização da vida. O evento foi voltado aos estudantes do Ensino Médio Integrado e buscou conscientizar os adolescentes sobre a importância do cuidado com a saúde mental. O encontro ocorreu das 8h às 12h, nas dependências do campus, e teve como objetivo principal oferecer um espaço aberto e acolhedor, estimulando os jovens a se expressarem e fortalecerem vínculos de cuidado consigo mesmos e com os outros. A atividade contou com uma palestra ministrada pela psicóloga Jucilânia Carvalho, que abordou aspectos relacionados ao bem-estar emocional e à importância do diálogo. Além disso, foram realizadas dinâmicas interativas de sensibilização, como “Estourando o Silêncio”, “Correio do Bem”, “Caixinha da Gratidão” e “Caixa de Mensagens Motivacionais”, que incentivaram a empatia, a autoestima e a reflexão sobre a valorização da vida. O evento contou com a parceria da Prefeitura Municipal de Jacobina do Piauí e da Secretaria Municipal de Saúde, que contribuíram para a realização das atividades."
Campo Maior divulga preliminar em chamada para aquisição de alimentos,https://www.ifpi.edu.br/campomaior/noticias/campo-maior-divulga-preliminar-em-chamada-para-aquisicao-de-alimentos,26/09/2025,O Campus Campo Maior  divulga o resultado preliminar da chamada pública para aquisição de gêneros alimentícios da agricultura familiar para o atendimento ao Programa Nacional de Alimentação Escolar (PNAE). Confira aqui.
Conselho Editorial  realiza reunião com as Pós-Graduações Stricto sensu do IFPI,https://www.ifpi.edu.br/noticias/conselho-editorial-realiza-reuniao-com-as-pos-graduacoes-stricto-sensu-do-ifpi,26/09/2025,"No dia 25 de setembro, aconteceu reunião on-line do Conselho Editorial (CE) do IFPI com as Pós-Graduações Stricto Sensu do Instituto. Foram convidados todos os Programa de Pós-Graduação em funcionamento do IFPI, fazendo presença o Mestrado em Engenharia de Materiais e Processos Industriais (PPGEM) - Campus Teresina Central, Mestrado Profissional em Educação Profissional e Tecnológica em Rede Nacional (PROFEPT) – Campus Parnaíba e Mestrado Profissional em Análise e Planejamento Espacial (MAPEPROF) - Campus Teresina Central. Foi realizadaescuta ativa dos Programa de Pós-Graduação do IFPI acerca das suas normativas próprias sobre a necessidade de os mestrandos publicarem suas pesquisas. O CE explanou sobre os procedimentos adotados para submissão das publicações de obras, em formato de e-books, manuais, cartilhas etc. Esclareceuaindaque os prazos estabelecidos são necessários para análise da obra, elaboração do parecer, emissão ISBN e DOI e publicação final. O CE se disponibilizou aparticipar doseventosdos Programas de Pós-Graduação, como uma oportunidade para dialogar com os mestrandos e demais membros da comunidade científica do IFPI. Na ocasião, os Programas de Pós-Graduação consideraram pertinentes parcerias para mitigar os desafios internos no campo da pesquisa. A CE se mostrou sensível aos mestrandos que precisam da publicação de suas pesquisas, resultantes dos mestrados institucionais. Ao mesmo tempo, frisou que as normas editoriais, que se encontram na página do CE, emComo publicar, clicando emObras, são necessárias para a qualidade do material a ser publicado pelo IFPI. A reunião foi um momento para alinhamentos de propósitos para melhor atender às necessidades de publicação dos Programas de Pós-Graduação. E o CE reforça a comunidade científica que deseja publicar e dirimir dúvidas, escreva para:conselho.editorial@ifpi.edu.br"
Alunos do CETI de Milton Brandão visitam o  Campus Pedro II,https://www.ifpi.edu.br/pedroii/noticias/alunos-do-ceti-de-milton-brandao-visitam-o-campus-pedro-ii,26/09/2025,"Na última quarta-feira, 24 de setembro, o Campus Pedro II recebeu a visita dos estudantes do CETI Professora Maria de Lourdes Leal Nunes de Andrandão, da cidade de Milton Brandão – PI. Os alunos foram recepcionados pelo diretor-geral do campus, professor Raimundo Nonato Alves da Silva, que apresentou as formas de ingresso na instituição e destacou as oportunidades acadêmicas oferecidas. A programação da visita contou com a condução do professor de música, Rodrigo Alves de Melo, e do diretor de ensino, professor Paulo de Oliveira Gomes Filho, que acompanharam os estudantes em um tour pelos diversos setores do campus. Durante o percurso, os visitantes conheceram o gabinete da direção, o setor pedagógico, o controle acadêmico, as coordenações, os laboratórios, biblioteca, centro de música, a obra de reforma do refeitório institucional e o setor de saúde. A atividade foi finalizada no ginásio do campus, com uma prática esportiva que proporcionou integração e descontração aos alunos."
Campus Paulistana realiza Encontro Pedagógico,https://www.ifpi.edu.br/paulistana/noticias/campus-paulistana-realiza-encontro-pedagogico-2,26/09/2025,"No dia 22 de setembro, o  Campus Paulistana realizou o seu Encontro Pedagógico, reunindo professores e servidores para um dia de formação, integração e alinhamento das ações institucionais. A programação iniciou com um momento de acolhida musical, conduzido pela banda Válido Som, em seguida, foi realizada a palestra com o corregedor do IFPI, Allan Kout, que abordou o tema “Integridade no serviço público e os direitos e deveres dos docentes”, destacando a importância da ética e da responsabilidade no exercício da função pública. Na sequência, a gestão apresentou informações sobre o orçamento e balanço financeiro do campus, além de dialogar sobre as dificuldades enfrentadas na administração dos recursos. Também foi feita a apresentação oficial do corpo de gestão, ocasião em que a Direção Geral detalhou os planos para o mandato de quatro anos, ressaltando os compromissos com a comunidade acadêmica. O encontro contou ainda com convites para os próximos eventos institucionais, como as ações do Setembro Amarelo e o curso de primeiros socorros, além de momentos de esclarecimento sobre o Plano de Gestão de Desempenho (PGD), a Política de Assistência Estudantil (POLAE) e os programas de apoio voltados aos estudantes."
IFPI participa do Encontro de Ouvidorias e SICs na Educação,https://www.ifpi.edu.br/noticias/ifpi-participa-do-encontro-de-ouvidorias-e-sics-na-educacao,26/09/2025,"A Ouvidoria do IFPI participou, nos dias 22 e 23 de setembro, do Encontro de Ouvidorias e Serviços de Informação ao Cidadão (SIC) da Educação, evento promovido pelo Ministério da Educação por meio de sua Secretaria Especial de Controle Interno e Ouvidoria, em Brasília. A ouvidora do IFPI, Priscilla Macêdo, integrou o painel “Ações Afirmativas e Diversidade”, em que apresentou a boa prática "" Integridade em Movimento: Transformando Valores em Práticas"", projeto intersetorial, executado pela Ouvidoria, Corregedoria, Controladoria e Comissão de Ética, que busca através de palestras, panfletagem, cursos e outras ações preventivas, promover em todos os campi do estado a capacitação e conscientização da comunidade acadêmica quanto a importância da construção de um ambiente escolar mais íntegro e mais humano. Na manhã do dia 22, ouvidores da Rede Federal reuniram-se com o secretário de Educação Profissional e Tecnológica, Marcelo Bregagnoli, em encontro que contou com a participação da ouvidora do MEC, Marina Ramos Caetano, e da Ouvidora-Geral da União, Valdirene Paes Medeiros. Durante a reunião, os ouvidores da Rede apresentaram um manifesto no qual pleiteiam, entre outras demandas, a melhoria da estrutura organizacional e operacional dos setores de Ouvidoria e dos Serviços de Informação ao Cidadão (SIC), de modo a assegurar condições adequadas de funcionamento, maior efetividade no atendimento à sociedade e fortalecimento da transparência pública."
Parnaíba divulga professores bolsistas aprovados para o QualiFIC,https://www.ifpi.edu.br/parnaiba/parnaiba-divulga-professores-bolsistas-aprovados-para-o-qualific,26/09/2025,O Campus Parnaíba divulga o resultado final da seleção interna de professores bolsistas para o projeto QualiFIC. Confira aqui.
Qualificação de Mestrado: FRANCISCO DIONATA DE OLIVEIRA SILVA,https://www.ifpi.edu.br/noticias/qualificacao-de-mestrado-francisco-dionata-de-oliveira-silva,26/09/2025,
Reitoria sedia reunião do Colégio de Dirigentes do IFPI,https://www.ifpi.edu.br/noticias/reitoria-sedia-reuniao-do-colegio-de-dirigentes-do-ifpi,25/09/2025,"Dirigentes do Instituto Federal do Piauí participaram no dia 25 de setembro da reunião ordinária do Colégio de Dirigentes (Coldir) do IFPI no auditório da Reitoria. No período da manhã, o reitor do IFPI apresentou necessidades e desafios em temáticas como previsão orçamentária, parcerias entre IFPI e instituições públicas e privadas em diversas áreas, dentre outras. No período da tarde,  a comitiva participou da reunião do Comitê de Governança Institucional no auditório onde foram apresentados pelos diretores gerais de campi uma avaliação do inicio das novas gestões nos campi, as necessidades, desafios e conquistas dos alunos."
IFPI lança cartilha sobre inclusão na Instituição,https://www.ifpi.edu.br/noticias/ifpi-lanca-cartilha-sobre-inclusao-na-instituicao,25/09/2025,"O Instituto Federal do Piauí realizou na quinta-feira(25) o lançamento da cartilha: construindo um IFPI inclusivo: uma cartilha do NAPNE para todos no auditório da Reitoria. O evento contou com a participação de estudantes dos campi Teresina Central, Teresina Zona Sul e Teresina Dirceu Arcoverde, servidores dos NAPNEs e diretores gerais de campi, pró-reitores e diretores sistêmicos. O evento iniciou com apresentação cultural dos alunos do curso de técnico em instrumento musical, Dimitrius Lustosa e do professor Alfredo Torres e da aluna do curso técnico em Agroindústria, Luane Isabelle. A coordenadora do Napne/Reitoria, Michelande Madeira, destacou o processo de organização da cartilha como parte do processo de amadurecimento da Instituição sobre a temática da inclusão e fortalecimento da cultura inclusiva na Instituição. “Quero agradecer aos profissionais que contribuíram diretamente na produção deste material que foi elaborado com o propósito de fortalecimento da cultura institucional de respeito à diversidade”, disse. Durante a solenidade, foi realizado o lançamento do Curso de Formação Continuada em Educação Especial e Inclusiva: bases teóricas e metodológicas  - IFPI voltado para servidores da Instituição. As inscrições estão abertas e acontecem através do site:https://campusonline.ifpi.edu.br/. Na oportunidade, os estudantes Bergger Klysman, do curso de Tecnologia em Gestão Ambiental do campus Teresina Central e Maria Tarciane de Sousa do curso de Engenharia Civil do campus Teresina Zona Sul contaram suas experiências e dificuldades e a importância do Napne nos campi. O pró-reitor de Ensino, Odimógenes Lopes, afirmou que a cartilha e o curso representam instrumentos fundamentais para o fortalecimento de práticas inclusivas e acolhimento em nossa instituição. “Com esta iniciativa, reafirmamos que a inclusão é um valor que orienta nossas ações e nos desafia diariamente a construir um IFPI cada vez mais justo e acessível”, disse. O reitor do IFPI, Paulo Borges da"
Campus Pedro II recebe visita da FAIFPI  e da Diretoria de Relações Empresariais e Empreendedorismo,https://www.ifpi.edu.br/pedroii/noticias/campus-pedro-ii-recebe-visita-da-faifpi-e-da-diretoria-de-relacoes-empresariais-e-empreendedorismo,25/09/2025,"O Campus Pedro II recebeu hoje, 24, visita do superintendente da Fundação de Apoio ao IFPI (FAIFPI), professor José Marconi Silva, e do diretor de Relações Empresariais e Empreendedorismo do IFPI, professor Robson Alves da Silva. Na ocasião, o superintendente destacou o papel estratégico da FAIFPI como agente de apoio ao desenvolvimento de projetos, pesquisas e tecnologias, atuando em articulação com o setor produtivo e com instituições públicas. “A fundação tem se consolidado como elo essencial entre a comunidade acadêmica e as demandas sociais e econômicas do estado”, disse. O professor Robson Alves da Silva apresentou as atribuições da Diretoria de Relações Empresariais e Empreendedorismo, vinculada à Pró-reitoria de Extensão (PROEX) e ressaltou que a unidade administrativa é responsável por planejar, desenvolver, orientar, monitorar e avaliar as políticas de extensão, empreendedorismo e inovação, promovendo a integração com o ensino, a pesquisa e a pós-graduação, sempre em diálogo com os diversos segmentos sociais. Durante a visita, foram apresentados o portfólio de projetos já concluídos e em andamento, bem como as parcerias institucionais consolidadas a partir do trabalho conjunto entre a fundação e a diretoria. Além disso, realizou-se um levantamento das iniciativas do Campus Pedro II com potencial de integração às ações futuras. “O encontro foi de grande relevância, pois possibilitou estreitar laços institucionais, alinhar expectativas e identificar novas oportunidades de colaboração que poderão resultar em avanços significativos para a comunidade acadêmica e para o território”, disse Paulo de Oliveira Gomes Filho, diretor  de ensino do campus."
QUALIFICAÇÃO DE MESTRADO:   ANGELA VALÉRIA DE SOUSA ALMEIDA,https://www.ifpi.edu.br/noticias/qualificacao-de-mestrado-angela-valeria-de-sousa-almeida,25/09/2025,
Inscrições abertas para  9º Encontro Nacional das Editoras da Rede Federal,https://www.ifpi.edu.br/noticias/inscricoes-abertas-para-9o-encontro-nacional-das-editoras-da-rede-federal,25/09/2025,"De 11 a 19 de novembro será realizado o 9º Encontro Nacional das Editoras da Rede Federal, em Porto Velho/RO, no Campus Porto Velho Calama do Instituto Federal de Rondônia. O Encontro é um evento de abrangência nacional, que reúne as editoras dos Institutos Federais de Educação, Ciência e Tecnologia para discutir desafios e conquistas relacionadas à produção editorial científica e acadêmica e suas interfaces com a Educação Profissional, Científica e Tecnológica. O evento é promovido pelo Grupo de Trabalho Permanente para Editoração da Rede Federal, vinculado ao Fórum de Pró-Reitores de Pesquisa, Inovação e Pós- graduação (FORPOG), e é um importante espaço de discussão, intercâmbio de experiências, compartilhamento de boas práticas, e também, de divulgação do conhecimento científico publicado por meio de livros técnicos, científicos e literários. Neste ano (2025) o evento será sediado pelo Instituto Federal de Educação, Ciência e Tecnologia de Rondônia (IFRO) – Campus Porto Velho Calama, Integrando-se à I Bienal de Pesquisa, Ensino, Extensão e Inovação (BIPEI) do IFRO e à 22ª Semana Nacional de Ciência e Tecnologia. O eixo norteador das atividades será a formação de leitores, e nesse sentido, serão ofertadas atividades técnicas e científicas direcionadas à promoção de um debate público amplo e qualificado sobre questões como: as transformações das práticas de leitura ao longo do tempo, o papel do livro e da biblioteca no processo de formação de leitores, dentre outros. TIPOS DE INSCRIÇÃO E PERÍODO São admitidas inscrições em duas modalidades: como ouvinte ou como apresentador de trabalho em simpósio temático. Para realizar inscrição acesse: https://suap.ifro.edu.br/eventos/inscricao/691/ As inscrições como ouvinte poderão ser feitas até o dia 11 de novembro de 2025. As inscrições como apresentador de trabalho em Simpósio Temático deverão ser feitas até o dia 10/10/2025. Confira as orientações e modelo do texto. Em caso de dúvidas, escreva para:propesp@ifro.edu.b"
Vitrine Tecnológica movimenta Campus Teresina Central,https://www.ifpi.edu.br/teresinacentral/noticias/vitrine-tecnologica-movimenta-campus-teresina-central,25/09/2025,"O Campus Teresina Central do Instituto Federal do Piauí (IFPI) sediou, na manhã desta quinta-feira, 25, a Vitrine Tecnológica, que reuniu atores do Ecossistema de Inovação e representantes do artesanato do Estado do Piauí. O evento integra a programação do 13th International Symposium on Technological Innovation (ISTI). A organização é do Programa de Mestrado Profissional em Propriedade Intelectual (PPI), do IFPI, com o apoio da Fundação de Amparo à Pesquisa do Estado do Piauí (FAPEPI), e o objetivo é criar um espaço de conexão, troca de experiências e exposição de soluções inovadoras e culturais. O professor do IFPI, Vicente Galber, divulgou na Vitrine o GDR Cicatrizante, produto inovador a base de urucum, com ação regeneradora. “É um antibiótico natural e já faz parte da bioeconomia, incentivando a agricultura familiar devido ao cultivo do urucum”. Segundo o professor do Campus Teresina Dirceu Arcoverde, Fabrício Carvalho, é um momento de integração com pequenos produtores artesanais e instituições parceiras do IFPI, envolvendo tecnologia, aspectos culturais da produção intelectual e tradicional do Estado. A Vitrine Tecnológica conta com a participação de diversas entidades parceiras, como Comunidade dos Potes, Artesanato do Poty Velho, APL da Argila Branca de Floriano, Cerâmica Serra da Capivara, Procajuína, APL das Opalas de Pedro II, Comunidade Quilombola das Lagoas de São Vitor, Mestrado de Materiais do IFPI, PPI/IFPI, PROFNIT/UFPI, NINTEC/UFPI, NIT/UESPI, ETIPI, SEBRAE, SENAI – FIEPI, CIEPI, EMBRAPA, entre outros, além de pesquisadores, empreendedores, artesãos e instituições comprometidas com o fortalecimento da inovação e do desenvolvimento sustentável no Piauí. “O evento contou com diversidade de atores e  caráter plural, considerando arranjos artesanais e o ecossistema de inovação do Estado do Piauí. A Vitrine Tecnológica deixou como mensagem a promoção de diálogo e aproximação entre diferentes setores, criando oportunidades de parceria, transferência de "
IFPI sedia VIII Encontro Regional de Educação de Jovens e Adultos,https://www.ifpi.edu.br/noticias/ifpi-sedia-viii-encontro-regional-de-educacao-de-jovens-e-adultos,24/09/2025,"De 23 a 25 de setembro, o Campus Teresina Central do Instituto Federal do Piauí sedia o VIII Encontro Regional de Educação de Jovens e Adultos do Nordeste (VIII EREJA). Com a temática “Estado, Democracia e Educação: do direito à educação à construção da cidadania ativa”, o evento reúne educadores, pesquisadores e estudantes para refletir sobre os desafios e as perspectivas da EJA na região Nordeste e no Brasil. Na abertura do evento, houve a presença de diversos gestores ligados à Educação de Jovens e Adultos, além de representantes de estudantes. Estavam presentes o reitor do IFPI, Paulo Borges da Cunha;o coordenador doFórum de Educação de Jovens e Adultos no Piauí,Antônio Ferreira de Sousa Sobrinho;o pró-reitor de Ensino do Instituto Federal do Piauí, Odimógenes Soares; a pró-reitora de Extensão, Divamélia Gomes;a coordenadorade Desenvolvimento e Acompanhamento Curricular da Pró-Reitoria de Ensino de Graduação da Universidade Federal do Piauí,Djanira Lopes Cunha; a pró-reitora de Ensino da Universidade Estadual do Piauí, Mônica Gentil; a superintendente de Gestão Interna e EJA da Secretaria Estadual de Educação, Natali Oliveira; a secretária Estadual de Relações Sociais, Raimunda Núbia Lopes, a secretária Municipal de Educação de Teresina, Irene Nunes Lustosa; e a presidente do Sindicato dos Trabalhadores em Educação Básica Pública do Piauí, Paulina Almeida; a presidente da União Nacional dos Dirigentes Municipais de Educação, Érica Graziela Benício de Melo. O professor Antônio Ferreira, coordenador do Fórum de Educação de Jovens e Adultos no Piauí, ressaltou a relevância do evento e da parceria com o Instituto Federal do Piauí. Ele também destacou que o EREJA fortalece a luta pelo direito à educação, promove a troca de experiências e reafirma a importância da EJA na construção de uma sociedade mais justa e democrática. O reitor do IFPI, Paulo Borges da Cunha, também enfatizou o poder da EJA  de promover a inclusão e  estimular a transformação na vida de milhares "
Teresina Dirceu divulga etapas de seletivo para monitoria do NAPNE,https://www.ifpi.edu.br/dirceu/noticias/teresina-dirceu-divulga-etapas-de-seletivo-para-monitoria-do-napne,24/09/2025,O Campus Teresina Dirceu Arcoverde divulga a homologação das inscrições e convocação para entrevista do processo seletivo de monitores para o Núcleo de Atendimento às Pessoas com Necessidades Específicas (NAPNE). Estão sendo ofertadas 5 vagas remuneradas e formação de cadastro de reserva para atuação nos semestres letivos 2025.2 e 2026.1. Confira aqui.
